Unnamed: 0	urlDrugName	rating	effectiveness	sideEffects	condition	benefitsReview	sideEffectsReview	commentsReview
1396	ortho-evra	7	Highly Effective	Severe Side Effects	birth control	This was a the easiest birth control that I have ever used, I like the idea of worring about it only once a week	Two months after I started the patch I began to have really dark colored urine. I assumed that this was a side affect to the patch. I went to my doctor who saud that is was not related, but now it has been 3 years since I stopped the patch, and now have kidney disease. Maybe just coincidence, But in my heart I feel it was the patch.	1 PATCH CHANGED WEEKLY
479	remicade	8	Highly Effective	Moderate Side Effects	crohn's disease	Calmed my crohns and inflamations. Allowed me to eat more foods. Made bathroom trips easier and less painful	"Ringing in ears
swelling, itchiness, and soreness in just my fingers and toes
Joint pains
Gas
Nausea
B/c taken by iv I experience soreness of vein and after and while in treatment"	Given a hospital take 3-4 hours. Doctor assistant visits at the end. Nurses are wonderful but when I get to the 4.5 or 5 week mark my intestines go insane.
2782	keppra	1	Highly Effective	Extremely Severe Side Effects	grand mal seizures	seizures dissipated	brain fog, slurring, neurological switching, i.e, right hand dominant at times would switch to left, thyroid malfunction, high FSH levels and very early perimenopause, memory lapses, cognitive dysfunction	Began with Keppra 1000mg..wasn't enough to control seizure activity - increased to 1500 mg per day and was non-functional. Reduced to 1000 mg per day and sought alternative methods..research by Harvard showed magnesium deficit in those with seizure disorders..began magnesium injections and increased essential fatty acids..through proper nutrition, supplementation and accupuncture, no more seizure medication and seizure free...do want to note that seizures began during the spraying of the neurotoxin anvil for the West Nile virus.
3372	lipitor	2	Moderately Effective	Moderate Side Effects	cholesterol	"It lowered the cholesterol levels overall but it is hard to tell if it was really necessary as numbers picked for ""normal"" ranges seem rather arbitrary. some people naturally produce more cholesterol."	"Severely damaged liver therefore impairing the ability of the body to eliminate toxins adequately.
As such is most likely the cause for the Parkinson disease that established recently."	A standard treatment with lipitor was followed with regular visits to doctor for checkup.
411	imitrex	10	Highly Effective	Mild Side Effects	migraine	this drug will make a migriane sufferer inot a real believer in modern medicine--it really gets rid of the headache and allows you to live. I could not be more positive	if I take more than four over a few days I will get very tired	take a pill --headache goes away in half an hour or less---if you are very tuned in and take it a the first twinge youcan avoid the headache totally
2234	allegra	6	Moderately Effective	Mild Side Effects	sinusitis	i have a chronic sinusitis condition. my throat and vocal abilities get affected change of season . i took allegra to alleviate the condition on the prescription of a doctor.the condition improved slowly.	i have a chronic sinusitis condition. my throat and vocal abilities get affected change of season . i took allegra to alleviate the condition on the prescription of a doctor.the condition improved slowly.sleepiness, drowsiness, lethargy	i have a chronic sinusitis condition. my throat and vocal abilities get affected change of season . i took allegra to alleviate the condition on the prescription of a doctor.the condition improved slowly.took drug for 15 days, cleared throat but felt sleepy
1077	effexor	5	Moderately Effective	Mild Side Effects	depression	After taking Effexor for several weeks, I felt decreased anxiety and generally more stability in my moods.  This anti depressant wasn't a miracle drug but I think it did help make things easier to handle and, in general, neutralized most life experiences.	I don't recall any severe side effects other than occasional tinnitus. The more severe side effects became apparent after I began attempting to discontinue use of the medication. At that time, although I withdrew from the dosage in very small amounts over a long period, the tinnitus was quite pronounced, especially after any sudden head movements.  I often felt dizzy for no reason.	I'm not sure exactly what information you are requesting here but treatment started with a relatively low dose, escalating to a higher one.  This was done in reverse when I decided to stop taking Effexor.  In retrospect, I'm not sure how much it helped me but had I known how difficult it would be to stop taking the medication, I probably would have asked my doctor for an alternative.
820	zyrtec-d	7	Considerably Effective	No Side Effects	pollen, dust, mold and tree allergies	"I notice the benefit of being able to be calmer and not so ""on edge"". I am not so short tempered and I am able to handle situations that are mentally or emotionally challenging.  I also notice the benefit of not being very emotional. My physician and I decided to wean me down to 20 mg. and when this happened, I noticed an immediate effect.  I was very short tempered and ""on edge"".  I was also not able to deal with situations that were mentally or emotionally challenging.  I also was very tearful. Needless to say, my physician and I knew I needed to go back on the medication again."	A slightly lowered libido, tiredness in the evening. Also notice I am not as tearful when dealing with emotionally challenging issues, which can have it's pros and cons.	I have been on Prozac for 12 years.  I was titered starting with 20 mg. days, then 40 mg then 60 mg which is my current dose.
2418	synthroid	3	Marginally Effective	No Side Effects	papillary, follicular, tall-cell variant cancer	None-Well, my TSH is only .02, but my thyroglobulin levels are elevated as well as antibodies. So...MAYBE this helped keep the cancer down (over the years I've had multiple I-131 treatments, 33 IMRT or external beam radation treatments, and multiple surgeries to the neck region. The drug does NOT seem to help with the symptoms that were evidence since realizing I had thyroid cancer.		The drug does NOT seem to help with the symptoms that were evidence since realizing I had thyroid cancer, but the blood test results seem good.
2354	propecia	1	Ineffective	Extremely Severe Side Effects	male pattern bladness	There were no benefits that I could perceive.  The hairloss continued but worst of all the side-effects from this drug are severe and permanent.  This is very disturbing!	Sexual Dysfunction, depression, swelling, fatigue, redness and insomnia.  These side-effects were SEVERE and PERMANENT.	This drug should NOT be on the market!
1756	topamax	4	Considerably Effective	Severe Side Effects	migraines	My headaches were not as severe as they were before I started the medication but I still had headaches, just not as many and not as severe.	I had no appetite which caused me to lose 10 pounds in a month. Also not having an appetite made me not eat enough, so I would get more headaches because I wasn't eating enough. I also felt very depressed on this medication. During the time I was on topamax I slept a lot and didn't eat enough, I didn't feel like I was myself.	I took 25 mg for two weeks at night, then 50 mg for the next two weeks, then 75 mg for the next two then I went down to 50 mg for three days then to 25 mg for three days and I have discontinued the medication.
3262	zoloft	7	Highly Effective	Moderate Side Effects	depression/anxiety	depression greatly reduced, anxiety lessened.	weight gain, sexual disfunction.	treatment began for post partum depression and continued once adjustments were made.
2171	zyrtec	3	Considerably Effective	Extremely Severe Side Effects	sinus infections/constant mucus & post nasal drip	Stopped 90% of symptoms	Severe fatigue, irritability, brain fog, depression, anxiety	Didn't realize these feelings were actually side effects from my allergy medicine until I ran out of the zyrtec, and aside from the severe itching all over my body for about a week, I felt so much better. A little runny nose, but no allergy medicine is worth feeling as bad as I did for the last 5 years on zyrtec. My 7 yr old son was affected the same way
1368	biaxin	10	Highly Effective	Mild Side Effects	severe sinus infection	"Effects on the infection were immediate; felt better in the 
first week of treatment."	"Caused severe hyperpigmentation on skin unprotected with 
SPF."	"""I too have had multiple sinus infections and surgery twice. In addition I am immunosuppressed because of a medication for rheumatoid arthritis. Biaxin has always worked for me. I really have no side effects other than the metallic taste which is tolerable. I make sure I take it after food otherwise it is really hard on the stomach. I take Biaxin XL 500mg, 2 tablets once a day for 14 days."""
3645	retin-a	6	Considerably Effective	Moderate Side Effects	acne	Since using the Retin-A along with the Accutane, I have noticed a great improvement in the look of my skin.  There are less clogged pores and it definitely more smooth and even in skin tone.  Any fine lines around my mouth and on my forehead have diminished but it hasn't helped much with fine lines around my eyes.	It does cause the skin to flake and peel but this can be counteracted with a good moisturizer.  Also, my face gets red or flushed easily with the slightest irritant.  Lastly, not being able to stay in the sun is a downfall.	I use Retin-A 0.25% every evening along with 70 mg of Accutane a day.  I will have to continue the Retin-A for at least a year.
1849	augmentin	10	Highly Effective	No Side Effects	ear infection	Ear infection is gone.	No side effects.	Take the medicine.
889	paxil	4	Marginally Effective	Moderate Side Effects	social anxiety	Some relief from social anxiety. Really, no other benefits were found.	"Sensitivity to caffeine. Absolutely could not tolerate alcohol. Headaches and an overall ""strange"" feeling when a pill was missed. Coming off the medication was extremely difficult with the side effects and took several months."	I was to take the medication to help with social anxiety. I was to take the pill once a day.
2105	renova	10	Considerably Effective	No Side Effects	aging skin, few break-outs, hyperpigmentation	My skin is clear and people have complimented me on the appearance of my complexion.  My rosacea is under control, my hyperpigmentation is fading	No side effects except that I notice my skin is a bit tighter/drier, but this could be because it's winter  and I need a much better day/night  moisturizer.	I alternate glycolic acid 20% cream, tretinoin .05% cream, or Noritate cream under day or night moisturizer (ie a different treatment applied morning and night; the next day starts with treatment not used previously)
3315	baciim	5	Ineffective	Severe Side Effects	simple laceration	THIS IS A WIDELY USED COMMON ANTIBIOTIC OINTMENT FOR SUPERFICIAL LACERATIONS	A FULMINATING ALLERGIC REACTION	YOUNG MALE WORKING IN A FACTORY CAME TO HEALTH CLINIC WITH A SUPERFICIAL LACERATION ON HIS FINGER - AFTER CLEANSING THE AREA WITH SOAP WATER PEROXIDE BACITRACIN AND A CLEAN DRY DRESSING APPLIED. WORKER CAME BACK THE FOLLOWING DAY WITH THE FINGER SWOLLEN 2XS AND NOW WOUND ENLARGED AND DRAINING. SENT TO ER FOR F/UP TX OF STEROIDS.
2834	singulair	2	Marginally Effective	Severe Side Effects	asthma, allergies	some reduction in lung inflammation	Severe mood swings, depression, frequent lung infections	"""I have been on cortisteroids for about 10 years due to asthma and allergies, many times bronchitis and pneumonia. Asthma very bad this year and have increased use of Symbicort up to 8 inhalations per day, usually 4, no better so doctor prescribed Singular on Monday and 4 days later feeling somewhat clearer but producing more sputum, itchy and trouble resting very hyper.  I will try to stay on it for another 7 days to see if it settles as per the pharmacist. """
1328	prevacid	9	Highly Effective	No Side Effects	acid reflux	Most of the adverse acid reflex symptoms went away after several months of taking the drug. After a full course of treatment, I would only get hearburn and hunge pains if I would abuse the acid triggering foods.	No side effects.	Take a pill every morning at least 30 mins before eating.
1635	premarin	10	Highly Effective	No Side Effects	post menapause symptoms	Premarin had a postiive effect on my moods, my skin was less dry and wrinkled and my weight gain distribution around my stomach decreased. In addition, my overall weight loss increased with proper diet and exercise. Prior to increased Premarin, this was not attainable.	I did not experience any side effects. I am aware of the ricks involved and cont. with freq. check ups.	Take premarin twice a day with once a day Progresterin.
4136	chantix	5	Considerably Effective	Severe Side Effects	smoking cessation	Was supposed to wait 10 days before attempting to quit 100%. The urge to smoke lessened significantly from first day.  Went from smoking 15-20 cigarettes a day to about 5-10 the first day.  By the end of the first week a was smoking 1 or 2 a day.  Quit before the 10 days were up.  1.5 years later, I am still not smoking.	Very irritable and angry.  Fell into a depression.	"Within the first week I was very irritable but that is to be expected. I've quit for a couple of months before and this happened, too.  However, I completely changed.  I could not control my temper, I got very depressed. I didnt realize what was happening other than I just felt ""bitchy"".  After 3 weeks  I quit using the drug from 2/day to 1/day for a few days then quit.  Total I used it for about a month.  

I went into a severe depression in which I was either very angry, very sad or just felt numb. I cycled between those feelings. Nothing brought me pleasure, the things that used to love to do like dancing or  going out with friends, did nothing for me.  I didn't care to do them. I thought I was going crazy. I was like this for about 4 months before I started feeling a little better and maybe about 6-7 months before I felt like myself again.  

I still get occasional cravings but the thought of going through that again keeps me away.  I consider it to be effective but would recommend joining a support group or going to a counselor to help cope with the mood swings.  If you don't have someone you see on a daily basis that can point out those changes I would highly recommend the latter.  I didn't realize that i had fallen into a depression until months into it."
2994	sulfasalazine	10	Highly Effective	No Side Effects	ulcerative colitis	CLEARED UP ULCERATIVE COLITIS AND HAVE NOT HAD RELAPSE SINCE. I WAS DIAGNOSED WITH THIS ILLNESS WHEN I WAS 18. I LOATHED THE INVESTIGATIONS SO MUCH THAT I ONLY KEPT APPOINTMENTS TIL I WAS ABOUT 21. I STOPPED TAKING THE SALAZOPYRIN WHEN I WAS ABOUT 22. I HAD OCCASIONAL PROBLEMS BUT NOTHING THAT DIDN'T CLEAR ITSELF UP. I WENT ON TO HAVE 3 HEALTHY CHILDREN. HOWEVER IN 2001 THE PROB CAME BACK WITH A VENGEANCE AND I NEEDED SURGERY AND WAS VERY ILL - IT WOULD HAVE HELPED IF THE MEDICAL PROFESSION HAD TAKEN SOME INTEREST IN ME AND HADN'T SIMPLY TOLD MW I WAS TRESSED AND TO GO AWAY. PRIVATE CONSULTATIONS FINALLY MEANT THAT I WAS REFERRED TO A CONSULTATN AND HAD THE SURGERY	"THE SURGERY MEANT I HAD NO MORE PAIN. AND IN FACT THE TABLETS ARE THE VERY OLD STYLE SULFASALZINE. THEY ARE NOT THE ENTERIC COATED ONES.I DO NOT NOTICE ANY SIDE EFFECTS APART FROM OCCASIONAL YELLOW STAINS. i AM CAREFUL NOT TO DRINK TOO MUCH AS THIS SEEMS TO BE A PROBLEM. ALSO IF MY LIVER HAS TO WORK HARD BECAUSE OF THE TABLETS, THEN THE LEAST I CAN DO IS NOT OVERSTRAIN IT. OTHERWISE THERE ARE NO SIDE EFFECTS AS FAR AS I CAN TELL. NEED LIVER FUNCTION BLOOD TESTS DONE
 REGULARLY IE ABOUT EVERY THREE MONTHS OR WHEN I REMEMBER. THEY HAVE ALL BEEN CLEAR TO DATE."	HAD SURGERY TO REMOVE ABCESS AND PART OF COLON AND NOW TAKE TABLETS DAILY AND AM REVIEWED ANNUALLY BY COLONOSCOPY
413	imitrex	9	Highly Effective	Mild Side Effects	migraine headaches	"Within 30 minutes for injections to 2 hours for caplets I was pain free and functional.

I had gone camping and run out of Imitrex.  I was in pain for about 14 hours when I was taken to a little emergency clinic. They gave me an injection of 50 miligrams and in about 15 minutes I was pain free and feeling normal."	Sometimes a little queasiness if taken on an empty stomach.  Sometimes a little fatigue and a feeling of slight slowness.	"My insurance only covers 9 pills every 28 days, so my physician prescribes 100 miligram caplets and I cut them in half to give more dosages.  The caplets work well if the migraine is caught early. I most often wake up with the migraine starting and will take my pill and lie back down with a cold cloth or ice pack for 30 minutes to 2 hours depending on how advanced the pain is. 

If I catch it really early the pain stops progressing and I feel well with in 30 minutes to an hour.

If the maigraine has progressed too far the caplets don't work and I use a self injection of the 50 miligram dosage which works within 30 to 60 minutes without much side effect.

If I take the Imitrex by mistake for a headache that is not a migraine I get queasy and tight in the stomach and feel hung over."
1828	yasmin	9	Considerably Effective	Mild Side Effects	cure for acne	Well i started having acne by the age of 18, but it wasnt like normal acne,big and red, it would only stay on the surface of the skin and it was white,it was like little dots all over my face.I used all the creams you could imagine but none of them worked,or would work for a few days and the pimples would come back again. I went to this dermatologist and he said that what could be causing my acne is the hormones balance, (if you have too much feminine or masculine hormones it can cause acne)so he said i could try to take birth control pill to balance my hormones. and so i started. In the first month my acne got worse,but i still kept taking Yasmin(birth control pill), on the third month i started noticing that my skin was clearing from all those pimples.I have been taking it for more than 6 months now and i have no acne! sometimes one or two comes out but it goes away in 2 days.So Yasmin worked for me and could work for you too!	I always had bad blood circulation so i would feel my legs a little bit swallow!	"1 pill everyday at the same time.
Even if in the first months you see that your acne is getting worse, dont stop taking it till the forth month.you will se the difference."
1503	metrogel	7	Considerably Effective	No Side Effects	rosecea on the face	The treatment benefits were that the skin on my face eventually returned to almost normal.  No more white scaly skin cells, no more red patches and lumps, which i think was inflammation, no more slight soreness, whilst using the cream.		I applied the gel to my face-underneath the eyes and on both sides of my nose twice a day for two months initially. There was a great improvement though it didn�t get rid of the condition completely.  I found the sun agravated the condition and the rednes and scaly skin would return and then I would use the cream for about a month until the rosacea disappeared.
2395	synthroid	10	Highly Effective	No Side Effects	low under active thyroid	I became more active and lost 10 of the 14 pounds I had gained.  I have more energy, and feel like myself again.	I never had any side effects.  The only drawback is that you have to take the medication on an empty stomach or wait three hours after you eat.  However, they prefer you take it in the morning.  So what I do is keep my medicaton next to my bed and take it the very first time I wake up in the morning whether it's 4, 5, or 6 am.	I returned from vacation in August by November I had gained 14 pounds.  I did not know why.  I was eating the same amount of food.  I went to see the doctor and after a complete check up and blood tests they found I had a low under active thyroid.  As I think back, I did feel more tired, I did not want to join my kids and spouse to do anything instead I would go to bed early.  That is not like me.  I am the type of person who would get up and go anytime.  I thought I was just tired.  Now, I reflect and remember that I stopped doing things with my family, became less active and all along I thought it was because I was tired when in actuality my thyroid was off.
3040	seroquel	1	Marginally Effective	Severe Side Effects	bipolar	I slept wonderfully well.	Staggering and running into objects in the house when I got up, wanting to sleep 18 hours a day, weight gain of 30 lbs in the short time I took it confusion, clouded thinking, forgetfullnes which increased the longer I was on the medication.  The confusion, being in a daze part was the worst.  I couldn't remember where my Doctor's office was located and I live in a small town and less that two miles from his office.  My thinking cleared up as soon as I stopped taking the Seroquel.  This was an awful medication for me.	"""Makes me feel extreme fatigue and cravings for sugar are too much. Not really sure its working for me."""
3310	zoloft	10	Considerably Effective	No Side Effects	anxiety	I found the treatment was very helpful exspecially around my menstral cycle. I use to feel like I could crawl out of my skin two weeks before my period after starting zoloft I notice a considerable difference.I also felt anxious and restless which has subsided with the use of the zoloft.	I did not seem to be subjected to any side effect. I was concerned about weight gain, fatigue and uncontrolled hunger but I did not have any of these side effects.	First you must be diagnosed with either anxiety or mild to moderate depression. You begin at a lower does to see how you manage with that then eventually if need be your perscriber can increase the dose. Their is no special time of the day to take it and you do not have to eat with it. The most important thing is it does not alter how you feel through out the day you do not get a sensation of being high or druged. There is no lasting effect, if you stop the drug it is out of your system the next day.
1860	augmentin	4	Marginally Effective	No Side Effects	bacterial infection	Mild improvement of symptoms, however the symtoms were not eliminated.  This required a second treatment of the antibiotic a month later.  Again the symtoms persisted.  A third tretament was taken 6 months later again.  This appeared to have eliminated any chronic symptoms.		Take one tablet daily until the pack was complete.
2738	actonel	7	Moderately Effective	Moderate Side Effects	osteopenia	Actonel helped my bone density increase the first two years.	I started having intense burning in my esophogus (from my throat to the top of my stomach)	Actonel helped my bone density increase the first two years.  The third year I did not increase bone density - just stayed the same as the year before.
3094	minocycline	1	Considerably Effective	Extremely Severe Side Effects	acne	Decreased the number of acne lesions.	"Major Headaches
Neck Pain"	"I have been taking minocycline 100mg twice a day. At first I had no side effects what so ever. However after a week I started heaving headaches and they gradually got worse. It was when I started having neck pains, I stopped using Minocycline. Although I stopped using it, I never thought the pains were due to it - I thought it was from going out right after the shower which I often do. That same night I woke up with hives appearing in my body and towards the end of the day, my face got swollen (eyes and my inner lip.) At first I thought it was a food allergy, went to the doctor and got a full blood test (White blood cells, red cells, cholesterol, sugar, full allergy, almost everything.)

During the waiting period of my results (took about a week and a half) I was taking steroid pills for allergies and I got back to normal within 5 days. On the 8th day, I was like hmm lets take minocycline again, I wanna be proactive and not break out on acne again. I took one pill at night after 8 days of not using it, and the next day I got itchy hands and a few hives and then I realized it was the minocycline that I was reacting to. Luckily I only took one pill and over the counter allergy medicine such as zyrtec got rid off my itchiness and I am back to normal again.



So around 8-9 days later after I gave blood, the results came to my doctor. To my surprise everything came normal no allergies what so ever, no pollen, no nuts, no nuts, no dust completely NO ALLERGIES. My Red Blood cell count along with hematocrit came a little high but nothing else.

I am almost confident to say that minocycline was what I was reacting to and my doctor told me to stop taking it."
822	zyrtec-d	5	Considerably Effective	Moderate Side Effects	hay fever	very effective allergy relief for hay fever	unpleasant reaction to the sudafed, much like overcaffeination, which had never occurred previously with sudafed alone.	Annual allergies need to be rotated, so I have now used Allegra, Claritin, Zyrtec, Singulair, and Flonase in rotation.  All of these worked very well except for Singulair.  Flonase (administered nasally) is particularly effective.
397	relpax	8	Considerably Effective	Mild Side Effects	migraine	if taken within the first hour of of your personal migraine symtoms the med. works very well. usually within an hour you can control the nausea and light sensitivity with only a little sleepiness.it only takes about 30 to 60 minutes to take effect so if you catch it early you can forego almost all your pain.	the main side effects for me are sleepiness and moodiness. the sleepiness can be good if you have time to rest for a couple of hours..if not... it can be a little difficult to navigate through the day. the moodiness for me may simply be my depression over having another migraine...i am always hoping my last migraine was my last.	"""This drug works exceptionally well for me.  Within 2 hrs my migraine is gone.  I&#039;ve suffered for years and can&#039;t believe what a difference this medication makes in my quality of life."""
778	naproxen	8	Considerably Effective	Mild Side Effects	nerve damage/ acdf surgery	Benefits of Naproxen helped with inflammation in the neck. Having a herniated disc the size of a plum impinged on a nerve for about a year and a half caused permanent nerve and muscle damage in the right arm. After surgery there was immediate relief however, because of the damage there are still issues with pain and inflammation. There are also still 2 bulging discs in the same area as the 2 herniated discs that were removed and replaced (i.e.) ACDF surgery.	At times there were stomach irritations as a result of Naproxen. It caused acid reflux to be moderate to severe at times. Taking with food helped and at other times it was necessary to take a medicine for the upset.	Treatment for inflammation in the cervical spine after ACDF surgery was necessary to remove 2 discs that were herniated and had a nerve severely impinged. As a result of nerve impingement there is permanent nerve damage and muscle damage. Almost 2 years after surgery still see doctor monthly for inflammation and pain. There are also 2 bulging discs that at this point and time have yet to cause any further surgery or pain.
3449	provera	8	Highly Effective	No Side Effects	menopause symptoms such as hot flashes,sleeplessne	these drugs eliminated hot flashes;they also appeared to help with restlessness,sleeplessness and made it possible for the patient to live a 'normal'life as if menopause was not happening.	no side effects of any kind was experienced,neither when premarin was taken on its own or when combined with provera.The patient was even reluctant to discontinue the drugs at the Doctor's recommendation after so many years of use,also due to a concern about osteporosis which is in the family.Patient is in exellent health after having used the drugs for about 20 years!	treatment commenced when the patient was only just 40,at which time the symptoms vere already beginning to be very severe.The daily doses were started at  that time,for a while premarin only,and after about a year provera was added,at the patient's requests,based on results of personal research which recommended a combination of the two.After using the drugs for nearly 20 years they were discontinued,the patient feeling they had been of great benefit.
3307	zoloft	7	Moderately Effective	Mild Side Effects	anxiety	i had a calmer outlook in general and was able to cope with stressful situations better. Also little things that use to stress me out i was able to deal with.	When i started the medication i experienced dry mouth and dizziness although these abated over time. When i began trying to stop the medication i experienced  soem withdrawl effects, such as dizziness and nausea.	One dose daily of zoloft 50mg at night to prevent drowsiness during the day
2519	motrin	9	Considerably Effective	Mild Side Effects	ankylosing spondalytis	Reduced intensity of morning stiffness, reduced length of morning stiffness, reduced pain, increase in range of movement	some mild stomach discomfort particularly if taken without food or milk	"Depending on my arthritis pain, I would take 1 x 600mg Ibuprofen two to three times per day. During flare-ups, it was necessary to ""hit the pain hard"" and take 600 mg four times per day and on the very rare occasion 5 times per day (this has not been necessary for over 10 yrs.)"
1803	oxycontin	2	Considerably Effective	Extremely Severe Side Effects	pain after surgery	The drug was prescribed for pain, and it worked to dull post op pain.	The drug made me terribly constipated, which in my opinion, negated the value of the drug. The strain to eliminate was very painful considering the recent surgery.	"""Five years ago, I was close to suicidal with pain and found a superb pain management doctor.at the Beth Israel Pain &amp; Palliative Care Unit in NYC. I HIGHLY recommend them. Recently, I began to feel pain again of the acute variety (am always in some chronic pain), Said to my husband, &quot;it is as if this drug is not working at all&quot;. Went today for my regular two month check-up and told my doctor. He nodded and told me that MANY of his patients no longer get relief with Oxycontin as the new formula (meant to keep abusers from crushing it) does not work well in ER form. I had not had to use more than the same dose for 5 years, and was in relative comfort, given my disability, and now I have to try a higher dosage or change medication. """
3046	seroquel	8	Highly Effective	Moderate Side Effects	bipolar ii	Seroquel is the first medication that really seemed to work for me. I have taken it along with several different combinations of meds, but the Seroquel has remained in my regimen for the past 5 years. I play with the dosage and make my own changes (25 mgs at a time) based on how I'm doing, so I've taken between 200 and 400 mgs at any given time. The effects I attribute to the Seroquel include lessening of depression, anxiety and aggression.	Dry mouth, vivid dreams (I remember most of my dreams from the past 5 years), extreme lethargy (the Wellbutron helps counteract that)	I currently take 200 mgs at night before bed along with 200 mgs of Lamictal and Wellbutron. No therapy anymore.
197	adderall	10	Highly Effective	Mild Side Effects	adhd	This treatment was easy and highly effective. Adderall increased my overall energy levels, making it easier to get going in the morning and stay awake during classes. It increased my ability to pay attention even when the material was not particularly interesting to me. The most important benefit for me was the increased ability to control my impulses.	If taken too late in the day, it can interfere with sleep. It must be carefully controlled as it is addictive. The main side effect I have experienced though was pathological skin picking. I mainly pick at my legs, but the picking sometimes leaves small scars. It also decreases appetite, which means patients must learn new ways to remember to eat or to identify the need to eat. It can also increase blood pressure slightly.	"""Hi, I was tried to be put on Ritalin when I was 5 and it simply wasn&rsquo;t gonna happen w my parents.  So I continued school and still had c and d grades.  I went to a Dr, did all these tests and said I have ADD/ADHD\ w anxiety disorder.  Which was from all the MDMA abuse.  So I am on 30 mg IR adderall (the ones with the 30 on em) only ones that don&rsquo;t make my mouth dry and 2mg xanax 4 times a day.  Let me say I wake up everyday excited to go to work.  I used to be a hardcore tablet junkie and now since I take these two I don&rsquo;t drink and I don&rsquo;t do illegal drugs.  These two rx&rsquo;s We&rsquo;re a match made in heaven.  I take 2 green bars and 1 adderall in the morning and I&rsquo;m flying at work in the IT/ software field.  These two have saved my life. Best combo"""
3466	ambien-cr	9	Highly Effective	Mild Side Effects	insomnia	more restful sleep. which helped me to be more alert during the day and less nervous and paniky thinking about my inability to sleep at night knowing I had to work the next day.	slight groginess the first couple of days but other than that I actually felt more awaken because the sleep I received was deeper and allowed for me to be more restful when I awoke.	1 tab at night when needed one hour before bedtime.
2196	clonazepam	8	Highly Effective	Moderate Side Effects	anxiety	Reduced anxiety, calmness. Prior to using this drug I was not able to function well in my job. I did not want to go out, particularly to crowded areas such as church or shopping. Now I have no problem with going out.	ED, mild energy loss. The ED was the most difficult side effect and I have not consulted my physician about this. My psychiatrist, who issued the drug, does not issue ED medication because he does not have facilities to evaluate my other health needs. Another mild side effect is that if I miss a dose it seems like I have a mild racing heart. Withdrawal symptom. this will occur several hours after a missed dose.	Morning and evening, one tablet, 2 mg. There is a buildup period and until the body has adapted there may be some drowsiness or motor control deficiency. These are gone after a month or so.
1984	fiorinal	10	Highly Effective	Mild Side Effects	migraine headaches	relieved headache 99% of time, headaches did not recur for at least 18 hours	occasional heartburn - treated with Pepcid Complete	"""I have had migraine&#039;s ever since I was 13 and I have tried tons of different medicines. A friend of my mom&#039;s said to try Fiorinal, I called my doctor and she called it in for me. My next migraine came and I took 1 pill and my migraine was over within 5 mins. This is the only medicine for me. I made a mistake and left the house without it and went shopping and I went through the perfume dept at a store and boom instant migraine came on. I did not catch it in time but once I got home I took 1 pill and 2hrs later took another and my migraine was gone.  I Never Leave Home With Out It."""
210	elidel	6	Moderately Effective	No Side Effects	eczema	"Resolve my itchiness and redness at both joints of my arms and the ""circular"" itchness spots went away couple days after application"	Didn't feel it	"""My daughter just turned two and has failed every conventional method of treating her eczema. We have seen multiple specialists and after much consideration ( due to the warnings and side effects) we decided to try Elidel. After 3 days she was almost clear. By one week she was free of eczema, severe itching  ( which is by far the worst symptom) and redness/ dry skin. We stopped the medication as directed and within one day she was in a FULL flare. We thought perhaps we did not use it long enough? We tried it again daily for another week and here we are again back in a full flare after daily use for two weeks! So discouraging! Has anyone exp. this???"""
2612	adderall-xr	1	Highly Effective	Extremely Severe Side Effects	adhd	i cant list very many benefits because my expierience was so bad that i would rather have been dead than have been forced to have taken this pill every day for 3 to 4 years	i was severly depressed and had a lot of suicide attempts and i thought everyone hated me. i always wanted to be dead and nobody listened to me, they just upped the dosage and with the higher dosage the worse it got	it sucked. sure i didnt have ADHD but i also felt as though i lost my soul in the proccess. i became so depressed i actually began to feel like a shell
1233	atarax	10	Highly Effective	No Side Effects	itching/psosiasis	It calms down the need to scratch,,gives me the ability to sleep at night,,,it also relieves my alergy symptoms(cough,sneezing,running nose)in general,,it keeps me from going out of my mind...When I don't use itthe itching will drive me up the wall. It mellows my mood,allowing me to act and react with others..	After reading all of the side affects listed on this website,,I conclude I had no sideaffects from Atarax	"""I cold turkeyed off Xanax after 16 years of 1 mg a day. I had horrible withdrawal symptoms. At 4 months my MD (not the dr that suggested I go cold turkey) but the one that helped me through it, put me on Atarax, 10 - 25 mg as needed up to 100 mg a day. It really made a difference in my recovery.  I take it as I need, or don&#039;t take it at all. It helps with the anxiety, nausea, shaking.  I have been on it for 9 months now and really recommend people try it.  """
3130	duragesic	2	Marginally Effective	Severe Side Effects	cancer related pain	The Fentanyl patch helped some with pain, however, the patient was still in considerable pain.	On the 4th day on the medication the patient who had been very responsive and alert was groggy, not alert and fell several times in attempts to go to the bathroom, something he had no problem with proir to the medication.  In attempting to assist the patient, it was evident that his heart was beating rapidly and he was in a cold sweat.  He died on the 5th day on the medication.	"""I have partial seizures and take medication for that. The first 24 hours were frightening. I almost went to the emergency room.  After 3 days of tremors and high anxiety the pain was back. A week later I began having seizures day and night everyday. My hormones went crazy with hard swollen breasts and facial breakouts. My entire chin was covered in blisters and painful acne. After a month, I couldn&#039;t function with the seizures and my veins were bulging and bright blue on my chest, neck and face. It has been so scary and the withdrawals are just as bad. I&#039;ve taken Soma and Lortab for chronic fibromyalgia for 8 years. I am disabled by the pain and very disappointed by all the medications I have tried."""
